Target,Process,File,Tag,Occurrences,Category
Human,Ex09,ex09_writer0050.bpmn,intermediateThrowEvent,4,Flow Objects
Human,Ex09,ex09_writer0050.bpmn,intermediateCatchEvent,4,Flow Objects
Human,Ex09,ex09_writer0050.bpmn,endEvent,2,Flow Objects
Human,Ex09,ex09_writer0050.bpmn,startEvent,1,Flow Objects
Human,Ex09,ex09_writer0050.bpmn,exclusiveGateway,1,Flow Objects
Human,Ex09,ex09_writer0058.bpmn,task,6,Flow Objects
Human,Ex09,ex09_writer0058.bpmn,intermediateCatchEvent,3,Flow Objects
Human,Ex09,ex09_writer0058.bpmn,intermediateThrowEvent,2,Flow Objects
Human,Ex09,ex09_writer0058.bpmn,parallelGateway,2,Flow Objects
Human,Ex09,ex09_writer0058.bpmn,startEvent,1,Flow Objects
Human,Ex09,ex09_writer0058.bpmn,endEvent,1,Flow Objects
Human,Ex09,ex09_writer0060.bpmn,task,5,Flow Objects
Human,Ex09,ex09_writer0060.bpmn,intermediateCatchEvent,4,Flow Objects
Human,Ex09,ex09_writer0060.bpmn,intermediateThrowEvent,3,Flow Objects
Human,Ex09,ex09_writer0060.bpmn,endEvent,2,Flow Objects
Human,Ex09,ex09_writer0060.bpmn,exclusiveGateway,1,Flow Objects
Human,Ex09,ex09_writer0060.bpmn,subProcess,1,Flow Objects
Human,Ex09,ex09_writer0060.bpmn,startEvent,1,Flow Objects
Human,Ex09,ex09_writer0062.bpmn,task,8,Flow Objects
Human,Ex09,ex09_writer0062.bpmn,intermediateCatchEvent,5,Flow Objects
Human,Ex09,ex09_writer0062.bpmn,endEvent,2,Flow Objects
Human,Ex09,ex09_writer0062.bpmn,startEvent,1,Flow Objects
Human,Ex09,ex09_writer0062.bpmn,exclusiveGateway,1,Flow Objects
Human,Ex09,ex09_writer0062.bpmn,intermediateThrowEvent,1,Flow Objects
Human,Ex09,ex09_writer0066.bpmn,task,5,Flow Objects
Human,Ex09,ex09_writer0066.bpmn,intermediateCatchEvent,3,Flow Objects
Human,Ex09,ex09_writer0066.bpmn,endEvent,3,Flow Objects
Human,Ex09,ex09_writer0066.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex09,ex09_writer0066.bpmn,startEvent,1,Flow Objects
Human,Ex09,ex09_writer0066.bpmn,intermediateThrowEvent,1,Flow Objects
Human,Ex09,ex09_writer0084.bpmn,task,7,Flow Objects
Human,Ex09,ex09_writer0084.bpmn,intermediateCatchEvent,3,Flow Objects
Human,Ex09,ex09_writer0084.bpmn,endEvent,3,Flow Objects
Human,Ex09,ex09_writer0084.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex09,ex09_writer0084.bpmn,startEvent,1,Flow Objects
Human,Ex09,ex09_writer0084.bpmn,association,1,Flow Objects
Human,Ex09,ex09_writer0085.bpmn,task,7,Flow Objects
Human,Ex09,ex09_writer0085.bpmn,endEvent,3,Flow Objects
Human,Ex09,ex09_writer0085.bpmn,intermediateCatchEvent,3,Flow Objects
Human,Ex09,ex09_writer0085.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex09,ex09_writer0085.bpmn,startEvent,1,Flow Objects
Human,Ex09,ex09_writer0092.bpmn,task,7,Flow Objects
Human,Ex09,ex09_writer0092.bpmn,intermediateCatchEvent,3,Flow Objects
Human,Ex09,ex09_writer0092.bpmn,endEvent,3,Flow Objects
Human,Ex09,ex09_writer0092.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex09,ex09_writer0092.bpmn,association,2,Flow Objects
Human,Ex09,ex09_writer0092.bpmn,startEvent,1,Flow Objects
Human,Ex09,ex09_writer0002.bpmn,lane,3,Swim Lanes
Human,Ex09,ex09_writer0002.bpmn,laneSet,1,Swim Lanes
Human,Ex09,ex09_writer0006.bpmn,lane,4,Swim Lanes
Human,Ex09,ex09_writer0006.bpmn,laneSet,1,Swim Lanes
Human,Ex09,ex09_writer0020.bpmn,lane,3,Swim Lanes
Human,Ex09,ex09_writer0020.bpmn,laneSet,1,Swim Lanes
Human,Ex09,ex09_writer0021.bpmn,lane,2,Swim Lanes
Human,Ex09,ex09_writer0021.bpmn,laneSet,1,Swim Lanes
Human,Ex09,ex09_writer0028.bpmn,laneSet,1,Swim Lanes
Human,Ex09,ex09_writer0028.bpmn,lane,1,Swim Lanes
Human,Ex09,ex09_writer0037.bpmn,lane,2,Swim Lanes
Human,Ex09,ex09_writer0037.bpmn,laneSet,1,Swim Lanes
Human,Ex09,ex09_writer0040.bpmn,lane,2,Swim Lanes
Human,Ex09,ex09_writer0040.bpmn,laneSet,1,Swim Lanes
Human,Ex09,ex09_writer0042.bpmn,lane,3,Swim Lanes
Human,Ex09,ex09_writer0042.bpmn,laneSet,1,Swim Lanes
Human,Ex09,ex09_writer0050.bpmn,lane,2,Swim Lanes
Human,Ex09,ex09_writer0050.bpmn,laneSet,1,Swim Lanes
Human,Ex09,ex09_writer0058.bpmn,lane,3,Swim Lanes
Human,Ex09,ex09_writer0058.bpmn,laneSet,1,Swim Lanes
Human,Ex09,ex09_writer0060.bpmn,lane,3,Swim Lanes
Human,Ex09,ex09_writer0060.bpmn,laneSet,1,Swim Lanes
Human,Ex09,ex09_writer0062.bpmn,lane,3,Swim Lanes
Human,Ex09,ex09_writer0062.bpmn,laneSet,1,Swim Lanes
Human,Ex09,ex09_writer0066.bpmn,lane,3,Swim Lanes
Human,Ex09,ex09_writer0066.bpmn,laneSet,1,Swim Lanes
Human,Ex09,ex09_writer0084.bpmn,lane,3,Swim Lanes
Human,Ex09,ex09_writer0084.bpmn,laneSet,1,Swim Lanes
Human,Ex09,ex09_writer0085.bpmn,lane,2,Swim Lanes
Human,Ex09,ex09_writer0085.bpmn,laneSet,1,Swim Lanes
Human,Ex09,ex09_writer0092.bpmn,lane,2,Swim Lanes
Human,Ex09,ex09_writer0092.bpmn,laneSet,1,Swim Lanes
Human,Ex10,ex10_writer0007.bpmn,dataObject,1,Artifacts
Human,Ex10,ex10_writer0060.bpmn,dataObject,3,Artifacts
Human,Ex10,ex10_writer0093.bpmn,dataObject,1,Artifacts
Human,Ex10,ex10_writer0098.bpmn,dataObject,4,Artifacts
Human,Ex10,ex10_writer0000.bpmn,incoming,16,Connecting Objects
Human,Ex10,ex10_writer0000.bpmn,outgoing,16,Connecting Objects
Human,Ex10,ex10_writer0000.bpmn,sequenceFlow,16,Connecting Objects
Human,Ex10,ex10_writer0001.bpmn,incoming,16,Connecting Objects
Human,Ex10,ex10_writer0001.bpmn,outgoing,16,Connecting Objects
Human,Ex10,ex10_writer0001.bpmn,sequenceFlow,16,Connecting Objects
Human,Ex10,ex10_writer0002.bpmn,outgoing,12,Connecting Objects
Human,Ex10,ex10_writer0002.bpmn,incoming,12,Connecting Objects
Human,Ex10,ex10_writer0002.bpmn,sequenceFlow,12,Connecting Objects
Human,Ex10,ex10_writer0003.bpmn,incoming,19,Connecting Objects
Human,Ex10,ex10_writer0003.bpmn,outgoing,19,Connecting Objects
Human,Ex10,ex10_writer0003.bpmn,sequenceFlow,19,Connecting Objects
Human,Ex10,ex10_writer0005.bpmn,incoming,16,Connecting Objects
Human,Ex10,ex10_writer0005.bpmn,outgoing,16,Connecting Objects
Human,Ex10,ex10_writer0005.bpmn,sequenceFlow,16,Connecting Objects
Human,Ex10,ex10_writer0006.bpmn,incoming,14,Connecting Objects
Human,Ex10,ex10_writer0006.bpmn,outgoing,14,Connecting Objects
Human,Ex10,ex10_writer0006.bpmn,sequenceFlow,14,Connecting Objects
Human,Ex10,ex10_writer0007.bpmn,incoming,14,Connecting Objects
Human,Ex10,ex10_writer0007.bpmn,outgoing,14,Connecting Objects
Human,Ex10,ex10_writer0007.bpmn,sequenceFlow,14,Connecting Objects
Human,Ex10,ex10_writer0007.bpmn,targetRef,3,Connecting Objects
Human,Ex10,ex10_writer0007.bpmn,sourceRef,1,Connecting Objects
Human,Ex10,ex10_writer0008.bpmn,incoming,23,Connecting Objects
Human,Ex10,ex10_writer0008.bpmn,outgoing,23,Connecting Objects
Human,Ex10,ex10_writer0008.bpmn,sequenceFlow,23,Connecting Objects
Human,Ex10,ex10_writer0009.bpmn,incoming,20,Connecting Objects
Human,Ex10,ex10_writer0009.bpmn,outgoing,20,Connecting Objects
Human,Ex10,ex10_writer0009.bpmn,sequenceFlow,20,Connecting Objects
Human,Ex10,ex10_writer0010.bpmn,incoming,18,Connecting Objects
Human,Ex10,ex10_writer0010.bpmn,outgoing,18,Connecting Objects
Human,Ex10,ex10_writer0010.bpmn,sequenceFlow,18,Connecting Objects
Human,Ex10,ex10_writer0011.bpmn,incoming,19,Connecting Objects
Human,Ex10,ex10_writer0011.bpmn,outgoing,19,Connecting Objects
Human,Ex10,ex10_writer0011.bpmn,sequenceFlow,19,Connecting Objects
Human,Ex10,ex10_writer0012.bpmn,outgoing,25,Connecting Objects
Human,Ex10,ex10_writer0012.bpmn,incoming,25,Connecting Objects
Human,Ex10,ex10_writer0012.bpmn,sequenceFlow,25,Connecting Objects
Human,Ex10,ex10_writer0013.bpmn,incoming,17,Connecting Objects
Human,Ex10,ex10_writer0013.bpmn,outgoing,17,Connecting Objects
Human,Ex10,ex10_writer0013.bpmn,sequenceFlow,17,Connecting Objects
Human,Ex10,ex10_writer0014.bpmn,incoming,19,Connecting Objects
Human,Ex10,ex10_writer0014.bpmn,outgoing,19,Connecting Objects
Human,Ex10,ex10_writer0014.bpmn,sequenceFlow,19,Connecting Objects
Human,Ex10,ex10_writer0016.bpmn,incoming,15,Connecting Objects
Human,Ex10,ex10_writer0016.bpmn,outgoing,15,Connecting Objects
Human,Ex10,ex10_writer0016.bpmn,sequenceFlow,15,Connecting Objects
Human,Ex10,ex10_writer0019.bpmn,incoming,19,Connecting Objects
Human,Ex10,ex10_writer0019.bpmn,outgoing,19,Connecting Objects
Human,Ex10,ex10_writer0019.bpmn,sequenceFlow,19,Connecting Objects
Human,Ex10,ex10_writer0020.bpmn,incoming,14,Connecting Objects
Human,Ex10,ex10_writer0020.bpmn,outgoing,14,Connecting Objects
Human,Ex10,ex10_writer0020.bpmn,sequenceFlow,14,Connecting Objects
Human,Ex10,ex10_writer0021.bpmn,incoming,14,Connecting Objects
Human,Ex10,ex10_writer0021.bpmn,outgoing,14,Connecting Objects
Human,Ex10,ex10_writer0021.bpmn,sequenceFlow,14,Connecting Objects
Human,Ex10,ex10_writer0022.bpmn,incoming,16,Connecting Objects
Human,Ex10,ex10_writer0022.bpmn,outgoing,16,Connecting Objects
Human,Ex10,ex10_writer0022.bpmn,sequenceFlow,16,Connecting Objects
Human,Ex10,ex10_writer0023.bpmn,incoming,13,Connecting Objects
Human,Ex10,ex10_writer0023.bpmn,outgoing,13,Connecting Objects
Human,Ex10,ex10_writer0023.bpmn,sequenceFlow,13,Connecting Objects
Human,Ex10,ex10_writer0024.bpmn,incoming,42,Connecting Objects
Human,Ex10,ex10_writer0024.bpmn,outgoing,42,Connecting Objects
Human,Ex10,ex10_writer0024.bpmn,sequenceFlow,42,Connecting Objects
Human,Ex10,ex10_writer0025.bpmn,incoming,18,Connecting Objects
Human,Ex10,ex10_writer0025.bpmn,outgoing,18,Connecting Objects
Human,Ex10,ex10_writer0025.bpmn,sequenceFlow,18,Connecting Objects
Human,Ex10,ex10_writer0026.bpmn,incoming,17,Connecting Objects
Human,Ex10,ex10_writer0026.bpmn,outgoing,17,Connecting Objects
Human,Ex10,ex10_writer0026.bpmn,sequenceFlow,17,Connecting Objects
Human,Ex10,ex10_writer0027.bpmn,incoming,16,Connecting Objects
Human,Ex10,ex10_writer0027.bpmn,outgoing,16,Connecting Objects
Human,Ex10,ex10_writer0027.bpmn,sequenceFlow,16,Connecting Objects
Human,Ex10,ex10_writer0029.bpmn,incoming,16,Connecting Objects
Human,Ex10,ex10_writer0029.bpmn,outgoing,16,Connecting Objects
Human,Ex10,ex10_writer0029.bpmn,sequenceFlow,16,Connecting Objects
Human,Ex10,ex10_writer0030.bpmn,incoming,17,Connecting Objects
Human,Ex10,ex10_writer0030.bpmn,outgoing,17,Connecting Objects
Human,Ex10,ex10_writer0030.bpmn,sequenceFlow,17,Connecting Objects
Human,Ex10,ex10_writer0031.bpmn,incoming,27,Connecting Objects
Human,Ex10,ex10_writer0031.bpmn,outgoing,27,Connecting Objects
Human,Ex10,ex10_writer0031.bpmn,sequenceFlow,27,Connecting Objects
Human,Ex10,ex10_writer0032.bpmn,incoming,13,Connecting Objects
Human,Ex10,ex10_writer0032.bpmn,outgoing,13,Connecting Objects
Human,Ex10,ex10_writer0032.bpmn,sequenceFlow,13,Connecting Objects
Human,Ex10,ex10_writer0033.bpmn,incoming,16,Connecting Objects
Human,Ex10,ex10_writer0033.bpmn,outgoing,16,Connecting Objects
Human,Ex10,ex10_writer0033.bpmn,sequenceFlow,16,Connecting Objects
Human,Ex10,ex10_writer0034.bpmn,incoming,18,Connecting Objects
Human,Ex10,ex10_writer0034.bpmn,outgoing,18,Connecting Objects
Human,Ex10,ex10_writer0034.bpmn,sequenceFlow,18,Connecting Objects
Human,Ex10,ex10_writer0035.bpmn,incoming,24,Connecting Objects
Human,Ex10,ex10_writer0035.bpmn,outgoing,24,Connecting Objects
Human,Ex10,ex10_writer0035.bpmn,sequenceFlow,24,Connecting Objects
Human,Ex10,ex10_writer0036.bpmn,incoming,25,Connecting Objects
Human,Ex10,ex10_writer0036.bpmn,outgoing,25,Connecting Objects
Human,Ex10,ex10_writer0036.bpmn,sequenceFlow,25,Connecting Objects
Human,Ex10,ex10_writer0037.bpmn,incoming,32,Connecting Objects
Human,Ex10,ex10_writer0037.bpmn,outgoing,32,Connecting Objects
Human,Ex10,ex10_writer0037.bpmn,sequenceFlow,32,Connecting Objects
Human,Ex10,ex10_writer0038.bpmn,incoming,17,Connecting Objects
Human,Ex10,ex10_writer0038.bpmn,outgoing,17,Connecting Objects
Human,Ex10,ex10_writer0038.bpmn,sequenceFlow,17,Connecting Objects
Human,Ex10,ex10_writer0039.bpmn,incoming,16,Connecting Objects
Human,Ex10,ex10_writer0039.bpmn,outgoing,16,Connecting Objects
Human,Ex10,ex10_writer0039.bpmn,sequenceFlow,16,Connecting Objects
Human,Ex10,ex10_writer0040.bpmn,incoming,18,Connecting Objects
Human,Ex10,ex10_writer0040.bpmn,outgoing,18,Connecting Objects
Human,Ex10,ex10_writer0040.bpmn,sequenceFlow,18,Connecting Objects
Human,Ex10,ex10_writer0041.bpmn,incoming,20,Connecting Objects
Human,Ex10,ex10_writer0041.bpmn,outgoing,20,Connecting Objects
Human,Ex10,ex10_writer0041.bpmn,sequenceFlow,20,Connecting Objects
Human,Ex10,ex10_writer0042.bpmn,incoming,25,Connecting Objects
Human,Ex10,ex10_writer0042.bpmn,outgoing,25,Connecting Objects
Human,Ex10,ex10_writer0042.bpmn,sequenceFlow,25,Connecting Objects
Human,Ex10,ex10_writer0043.bpmn,incoming,16,Connecting Objects
Human,Ex10,ex10_writer0043.bpmn,outgoing,16,Connecting Objects
Human,Ex10,ex10_writer0043.bpmn,sequenceFlow,16,Connecting Objects
Human,Ex10,ex10_writer0044.bpmn,incoming,14,Connecting Objects
Human,Ex10,ex10_writer0044.bpmn,outgoing,14,Connecting Objects
Human,Ex10,ex10_writer0044.bpmn,sequenceFlow,14,Connecting Objects
Human,Ex10,ex10_writer0045.bpmn,incoming,17,Connecting Objects
Human,Ex10,ex10_writer0045.bpmn,outgoing,17,Connecting Objects
Human,Ex10,ex10_writer0045.bpmn,sequenceFlow,17,Connecting Objects
Human,Ex10,ex10_writer0047.bpmn,incoming,17,Connecting Objects
Human,Ex10,ex10_writer0047.bpmn,outgoing,17,Connecting Objects
Human,Ex10,ex10_writer0047.bpmn,sequenceFlow,17,Connecting Objects
Human,Ex10,ex10_writer0048.bpmn,incoming,27,Connecting Objects
Human,Ex10,ex10_writer0048.bpmn,outgoing,27,Connecting Objects
Human,Ex10,ex10_writer0048.bpmn,sequenceFlow,27,Connecting Objects
Human,Ex10,ex10_writer0049.bpmn,incoming,16,Connecting Objects
Human,Ex10,ex10_writer0049.bpmn,outgoing,16,Connecting Objects
Human,Ex10,ex10_writer0049.bpmn,sequenceFlow,16,Connecting Objects
Human,Ex10,ex10_writer0050.bpmn,incoming,18,Connecting Objects
Human,Ex10,ex10_writer0050.bpmn,outgoing,18,Connecting Objects
Human,Ex10,ex10_writer0050.bpmn,sequenceFlow,18,Connecting Objects
Human,Ex10,ex10_writer0051.bpmn,incoming,35,Connecting Objects
Human,Ex10,ex10_writer0051.bpmn,outgoing,35,Connecting Objects
Human,Ex10,ex10_writer0051.bpmn,sequenceFlow,35,Connecting Objects
Human,Ex10,ex10_writer0052.bpmn,outgoing,17,Connecting Objects
Human,Ex10,ex10_writer0052.bpmn,incoming,17,Connecting Objects
Human,Ex10,ex10_writer0052.bpmn,sequenceFlow,17,Connecting Objects
Human,Ex10,ex10_writer0053.bpmn,incoming,15,Connecting Objects
Human,Ex10,ex10_writer0053.bpmn,outgoing,15,Connecting Objects
Human,Ex10,ex10_writer0053.bpmn,sequenceFlow,15,Connecting Objects
Human,Ex10,ex10_writer0054.bpmn,incoming,16,Connecting Objects
Human,Ex10,ex10_writer0054.bpmn,outgoing,16,Connecting Objects
Human,Ex10,ex10_writer0054.bpmn,sequenceFlow,16,Connecting Objects
Human,Ex10,ex10_writer0055.bpmn,incoming,24,Connecting Objects
Human,Ex10,ex10_writer0055.bpmn,outgoing,24,Connecting Objects
Human,Ex10,ex10_writer0055.bpmn,sequenceFlow,24,Connecting Objects
Human,Ex10,ex10_writer0056.bpmn,sequenceFlow,27,Connecting Objects
Human,Ex10,ex10_writer0056.bpmn,incoming,27,Connecting Objects
Human,Ex10,ex10_writer0056.bpmn,outgoing,27,Connecting Objects
Human,Ex10,ex10_writer0058.bpmn,incoming,26,Connecting Objects
Human,Ex10,ex10_writer0058.bpmn,outgoing,26,Connecting Objects
Human,Ex10,ex10_writer0058.bpmn,sequenceFlow,26,Connecting Objects
Human,Ex10,ex10_writer0059.bpmn,incoming,15,Connecting Objects
Human,Ex10,ex10_writer0059.bpmn,outgoing,15,Connecting Objects
Human,Ex10,ex10_writer0059.bpmn,sequenceFlow,15,Connecting Objects
Human,Ex10,ex10_writer0060.bpmn,outgoing,10,Connecting Objects
Human,Ex10,ex10_writer0060.bpmn,incoming,10,Connecting Objects
Human,Ex10,ex10_writer0060.bpmn,sequenceFlow,10,Connecting Objects
Human,Ex10,ex10_writer0060.bpmn,sourceRef,5,Connecting Objects
Human,Ex10,ex10_writer0060.bpmn,targetRef,5,Connecting Objects
Human,Ex10,ex10_writer0061.bpmn,incoming,14,Connecting Objects
Human,Ex10,ex10_writer0061.bpmn,outgoing,14,Connecting Objects
Human,Ex10,ex10_writer0061.bpmn,sequenceFlow,14,Connecting Objects
Human,Ex10,ex10_writer0062.bpmn,incoming,15,Connecting Objects
Human,Ex10,ex10_writer0062.bpmn,outgoing,15,Connecting Objects
Human,Ex10,ex10_writer0062.bpmn,sequenceFlow,15,Connecting Objects
Human,Ex10,ex10_writer0063.bpmn,incoming,17,Connecting Objects
Human,Ex10,ex10_writer0063.bpmn,outgoing,17,Connecting Objects
Human,Ex10,ex10_writer0063.bpmn,sequenceFlow,17,Connecting Objects
Human,Ex10,ex10_writer0064.bpmn,incoming,18,Connecting Objects
Human,Ex10,ex10_writer0064.bpmn,outgoing,18,Connecting Objects
Human,Ex10,ex10_writer0064.bpmn,sequenceFlow,18,Connecting Objects
Human,Ex10,ex10_writer0066.bpmn,incoming,20,Connecting Objects
Human,Ex10,ex10_writer0066.bpmn,outgoing,20,Connecting Objects
Human,Ex10,ex10_writer0066.bpmn,sequenceFlow,20,Connecting Objects
Human,Ex10,ex10_writer0067.bpmn,incoming,19,Connecting Objects
Human,Ex10,ex10_writer0067.bpmn,outgoing,19,Connecting Objects
Human,Ex10,ex10_writer0067.bpmn,sequenceFlow,19,Connecting Objects
Human,Ex10,ex10_writer0068.bpmn,incoming,19,Connecting Objects
Human,Ex10,ex10_writer0068.bpmn,outgoing,19,Connecting Objects
Human,Ex10,ex10_writer0068.bpmn,sequenceFlow,19,Connecting Objects
Human,Ex10,ex10_writer0069.bpmn,incoming,19,Connecting Objects
Human,Ex10,ex10_writer0069.bpmn,outgoing,19,Connecting Objects
Human,Ex10,ex10_writer0069.bpmn,sequenceFlow,19,Connecting Objects
Human,Ex10,ex10_writer0070.bpmn,incoming,17,Connecting Objects
Human,Ex10,ex10_writer0070.bpmn,outgoing,17,Connecting Objects
Human,Ex10,ex10_writer0070.bpmn,sequenceFlow,17,Connecting Objects
Human,Ex10,ex10_writer0071.bpmn,incoming,15,Connecting Objects
Human,Ex10,ex10_writer0071.bpmn,outgoing,15,Connecting Objects
Human,Ex10,ex10_writer0071.bpmn,sequenceFlow,15,Connecting Objects
Human,Ex10,ex10_writer0072.bpmn,incoming,16,Connecting Objects
Human,Ex10,ex10_writer0072.bpmn,outgoing,16,Connecting Objects
Human,Ex10,ex10_writer0072.bpmn,sequenceFlow,16,Connecting Objects
Human,Ex10,ex10_writer0073.bpmn,incoming,18,Connecting Objects
Human,Ex10,ex10_writer0073.bpmn,outgoing,18,Connecting Objects
Human,Ex10,ex10_writer0073.bpmn,sequenceFlow,18,Connecting Objects
Human,Ex10,ex10_writer0074.bpmn,incoming,19,Connecting Objects
Human,Ex10,ex10_writer0074.bpmn,outgoing,19,Connecting Objects
Human,Ex10,ex10_writer0074.bpmn,sequenceFlow,19,Connecting Objects
Human,Ex10,ex10_writer0075.bpmn,incoming,17,Connecting Objects
Human,Ex10,ex10_writer0075.bpmn,outgoing,17,Connecting Objects
Human,Ex10,ex10_writer0075.bpmn,sequenceFlow,17,Connecting Objects
Human,Ex10,ex10_writer0076.bpmn,incoming,14,Connecting Objects
Human,Ex10,ex10_writer0076.bpmn,outgoing,14,Connecting Objects
Human,Ex10,ex10_writer0076.bpmn,sequenceFlow,14,Connecting Objects
Human,Ex10,ex10_writer0077.bpmn,incoming,14,Connecting Objects
Human,Ex10,ex10_writer0077.bpmn,outgoing,14,Connecting Objects
Human,Ex10,ex10_writer0077.bpmn,sequenceFlow,14,Connecting Objects
Human,Ex10,ex10_writer0078.bpmn,incoming,15,Connecting Objects
Human,Ex10,ex10_writer0078.bpmn,outgoing,15,Connecting Objects
Human,Ex10,ex10_writer0078.bpmn,sequenceFlow,15,Connecting Objects
Human,Ex10,ex10_writer0079.bpmn,incoming,15,Connecting Objects
Human,Ex10,ex10_writer0079.bpmn,outgoing,15,Connecting Objects
Human,Ex10,ex10_writer0079.bpmn,sequenceFlow,15,Connecting Objects
Human,Ex10,ex10_writer0081.bpmn,incoming,16,Connecting Objects
Human,Ex10,ex10_writer0081.bpmn,outgoing,16,Connecting Objects
Human,Ex10,ex10_writer0081.bpmn,sequenceFlow,16,Connecting Objects
Human,Ex10,ex10_writer0083.bpmn,incoming,19,Connecting Objects
Human,Ex10,ex10_writer0083.bpmn,outgoing,19,Connecting Objects
Human,Ex10,ex10_writer0083.bpmn,sequenceFlow,19,Connecting Objects
Human,Ex10,ex10_writer0084.bpmn,incoming,17,Connecting Objects
Human,Ex10,ex10_writer0084.bpmn,outgoing,17,Connecting Objects
Human,Ex10,ex10_writer0084.bpmn,sequenceFlow,17,Connecting Objects
Human,Ex10,ex10_writer0085.bpmn,incoming,18,Connecting Objects
Human,Ex10,ex10_writer0085.bpmn,outgoing,18,Connecting Objects
Human,Ex10,ex10_writer0085.bpmn,sequenceFlow,18,Connecting Objects
Human,Ex10,ex10_writer0086.bpmn,incoming,19,Connecting Objects
Human,Ex10,ex10_writer0086.bpmn,outgoing,19,Connecting Objects
Human,Ex10,ex10_writer0086.bpmn,sequenceFlow,19,Connecting Objects
Human,Ex10,ex10_writer0087.bpmn,incoming,19,Connecting Objects
Human,Ex10,ex10_writer0087.bpmn,outgoing,19,Connecting Objects
Human,Ex10,ex10_writer0087.bpmn,sequenceFlow,19,Connecting Objects
Human,Ex10,ex10_writer0088.bpmn,incoming,19,Connecting Objects
Human,Ex10,ex10_writer0088.bpmn,outgoing,19,Connecting Objects
Human,Ex10,ex10_writer0088.bpmn,sequenceFlow,19,Connecting Objects
Human,Ex10,ex10_writer0089.bpmn,incoming,23,Connecting Objects
Human,Ex10,ex10_writer0089.bpmn,outgoing,23,Connecting Objects
Human,Ex10,ex10_writer0089.bpmn,sequenceFlow,23,Connecting Objects
Human,Ex10,ex10_writer0090.bpmn,incoming,16,Connecting Objects
Human,Ex10,ex10_writer0090.bpmn,outgoing,16,Connecting Objects
Human,Ex10,ex10_writer0090.bpmn,sequenceFlow,16,Connecting Objects
Human,Ex10,ex10_writer0091.bpmn,incoming,14,Connecting Objects
Human,Ex10,ex10_writer0091.bpmn,outgoing,14,Connecting Objects
Human,Ex10,ex10_writer0091.bpmn,sequenceFlow,14,Connecting Objects
Human,Ex10,ex10_writer0092.bpmn,incoming,18,Connecting Objects
Human,Ex10,ex10_writer0092.bpmn,outgoing,18,Connecting Objects
Human,Ex10,ex10_writer0092.bpmn,sequenceFlow,18,Connecting Objects
Human,Ex10,ex10_writer0093.bpmn,incoming,14,Connecting Objects
Human,Ex10,ex10_writer0093.bpmn,outgoing,14,Connecting Objects
Human,Ex10,ex10_writer0093.bpmn,sequenceFlow,14,Connecting Objects
Human,Ex10,ex10_writer0093.bpmn,targetRef,3,Connecting Objects
Human,Ex10,ex10_writer0093.bpmn,sourceRef,1,Connecting Objects
Human,Ex10,ex10_writer0095.bpmn,incoming,15,Connecting Objects
Human,Ex10,ex10_writer0095.bpmn,outgoing,15,Connecting Objects
Human,Ex10,ex10_writer0095.bpmn,sequenceFlow,15,Connecting Objects
Human,Ex10,ex10_writer0096.bpmn,incoming,20,Connecting Objects
Human,Ex10,ex10_writer0096.bpmn,outgoing,20,Connecting Objects
Human,Ex10,ex10_writer0096.bpmn,sequenceFlow,20,Connecting Objects
Human,Ex10,ex10_writer0097.bpmn,incoming,27,Connecting Objects
Human,Ex10,ex10_writer0097.bpmn,outgoing,27,Connecting Objects
Human,Ex10,ex10_writer0097.bpmn,sequenceFlow,27,Connecting Objects
Human,Ex10,ex10_writer0098.bpmn,incoming,18,Connecting Objects
Human,Ex10,ex10_writer0098.bpmn,outgoing,18,Connecting Objects
Human,Ex10,ex10_writer0098.bpmn,sequenceFlow,18,Connecting Objects
Human,Ex10,ex10_writer0098.bpmn,targetRef,10,Connecting Objects
Human,Ex10,ex10_writer0098.bpmn,sourceRef,5,Connecting Objects
Human,Ex10,ex10_writer0099.bpmn,incoming,22,Connecting Objects
Human,Ex10,ex10_writer0099.bpmn,outgoing,22,Connecting Objects
Human,Ex10,ex10_writer0099.bpmn,sequenceFlow,22,Connecting Objects
Human,Ex10,ex10_writer0100.bpmn,incoming,18,Connecting Objects
Human,Ex10,ex10_writer0100.bpmn,outgoing,18,Connecting Objects
Human,Ex10,ex10_writer0100.bpmn,sequenceFlow,18,Connecting Objects
Human,Ex10,ex10_writer0101.bpmn,incoming,37,Connecting Objects
Human,Ex10,ex10_writer0101.bpmn,outgoing,37,Connecting Objects
Human,Ex10,ex10_writer0101.bpmn,sequenceFlow,37,Connecting Objects
Human,Ex10,ex10_writer0102.bpmn,incoming,18,Connecting Objects
Human,Ex10,ex10_writer0102.bpmn,outgoing,18,Connecting Objects
Human,Ex10,ex10_writer0102.bpmn,sequenceFlow,18,Connecting Objects
Human,Ex10,ex10_writer0103.bpmn,incoming,39,Connecting Objects
Human,Ex10,ex10_writer0103.bpmn,outgoing,39,Connecting Objects
Human,Ex10,ex10_writer0103.bpmn,sequenceFlow,39,Connecting Objects
Human,Ex10,ex10_writer0104.bpmn,incoming,18,Connecting Objects
Human,Ex10,ex10_writer0104.bpmn,outgoing,18,Connecting Objects
